BYQUEST,BYCOND,DESCRIP_E,DESCRIP_F,DEMCODE 2022-2023
OCCLEVEL,OCCLEVEL = 170,EL-04,EL-04,1364
OCCLEVEL,OCCLEVEL = 171,EL-05,EL-05,1365
OCCLEVEL,OCCLEVEL = 172,EL-06,EL-06,1366
OCCLEVEL,OCCLEVEL = 173,EL-07,EL-07,1367
OCCLEVEL,OCCLEVEL = 174,EL-08,EL-08,1368
OCCLEVEL,OCCLEVEL = 175,EL-09,EL-09,1369
GRPCODE,GRPCODE = 038,EN,EN,1370
OCCLEVEL,OCCLEVEL = 176,EN-01,EN-01,1371
OCCLEVEL,OCCLEVEL = 177,EN-02,EN-02,1372
OCCLEVEL,OCCLEVEL = 178,EN-03,EN-03,1373
OCCLEVEL,OCCLEVEL = 179,EN-04,EN-04,1374
OCCLEVEL,OCCLEVEL = 180,EN-05,EN-05,1375
OCCLEVEL,OCCLEVEL = 181,EN-06,EN-06,1376
GRPCODE,GRPCODE = 039,ES,ES,1377
OCCLEVEL,OCCLEVEL = 182,ES-02,ES-02,1378
OCCLEVEL,OCCLEVEL = 183,ES-03,ES-03,1379
OCCLEVEL,OCCLEVEL = 184,ES-04,ES-04,1380
OCCLEVEL,OCCLEVEL = 185,ES-05,ES-05,1381
OCCLEVEL,OCCLEVEL = 186,ES-06,ES-06,1382
OCCLEVEL,OCCLEVEL = 187,ES-07,ES-07,1383
GRPCODE,GRPCODE = 040,EU,EU,1384
OCCLEVEL,OCCLEVEL = 188,EU-01,EU-01,1385
OCCLEVEL,OCCLEVEL = 189,EU-02,EU-02,1386
GRPCODE,GRPCODE = 041,EX,EX,1387
OCCLEVEL,OCCLEVEL = 190,EX-00,EX-00,1388
OCCLEVEL,OCCLEVEL = 191,EX-01,EX-01,1389
OCCLEVEL,OCCLEVEL = 192,EX-02,EX-02,1390
OCCLEVEL,OCCLEVEL = 193,EX-03,EX-03,1391
OCCLEVEL,OCCLEVEL = 194,EX-04,EX-04,1392
OCCLEVEL,OCCLEVEL = 195,EX-05,EX-05,1393
OCCLEVEL,OCCLEVEL = 196,EX-13,EX-13,1394
OCCLEVEL,OCCLEVEL = 197,EX-14,EX-14,1395
OCCLEVEL,OCCLEVEL = 198,EX-15,EX-15,1396
OCCLEVEL,OCCLEVEL = 199,EX-16,EX-16,1397
GRPCODE,GRPCODE = 042,EXPCX,EXPCX,1398
OCCLEVEL,OCCLEVEL = 200,EXPCX-02,EXPCX-02,1399
OCCLEVEL,OCCLEVEL = 201,EXPCX-03,EXPCX-03,1400
OCCLEVEL,OCCLEVEL = 202,EXPCX-04,EXPCX-04,1401
OCCLEVEL,OCCLEVEL = 203,EXPCX-05,EXPCX-05,1402
OCCLEVEL,OCCLEVEL = 204,EXPCX-06,EXPCX-06,1403
GRPCODE,GRPCODE = 043,FB,FB,1404
OCCLEVEL,OCCLEVEL = 205,FB-01,FB-01,1405
OCCLEVEL,OCCLEVEL = 206,FB-02,FB-02,1406
OCCLEVEL,OCCLEVEL = 207,FB-03,FB-03,1407
OCCLEVEL,OCCLEVEL = 208,FB-04,FB-04,1408
OCCLEVEL,OCCLEVEL = 209,FB-05,FB-05,1409
OCCLEVEL,OCCLEVEL = 210,FB-06,FB-06,1410
OCCLEVEL,OCCLEVEL = 211,FB-07,FB-07,1411
OCCLEVEL,OCCLEVEL = 212,FB-08,FB-08,1412
GRPCODE,GRPCODE = 044,FI,FI,1413
OCCLEVEL,OCCLEVEL = 213,FI-01,FI-01,1414
OCCLEVEL,OCCLEVEL = 214,FI-02,FI-02,1415
OCCLEVEL,OCCLEVEL = 215,FI-03,FI-03,1416
OCCLEVEL,OCCLEVEL = 216,FI-04,FI-04,1417
GRPCODE,GRPCODE = 045,FO,FO,1418
OCCLEVEL,OCCLEVEL = 217,FO-01,FO-01,1419
OCCLEVEL,OCCLEVEL = 218,FO-02,FO-02,1420
OCCLEVEL,OCCLEVEL = 219,FO-03,FO-03,1421
OCCLEVEL,OCCLEVEL = 220,FO-04,FO-04,1422
GRPCODE,GRPCODE = 046,FR,FR,1423
OCCLEVEL,OCCLEVEL = 221,FR-00,FR-00,1424
OCCLEVEL,OCCLEVEL = 222,FR-01,FR-01,1425
OCCLEVEL,OCCLEVEL = 223,FR-02,FR-02,1426
OCCLEVEL,OCCLEVEL = 224,FR-03,FR-03,1427
OCCLEVEL,OCCLEVEL = 225,FR-04,FR-04,1428
OCCLEVEL,OCCLEVEL = 226,FR-05,FR-05,1429
OCCLEVEL,OCCLEVEL = 227,FR-06,FR-06,1430
OCCLEVEL,OCCLEVEL = 228,FR-07,FR-07,1431
OCCLEVEL,OCCLEVEL = 229,FR-08,FR-08,1432
GRPCODE,GRPCODE = 047,FS,FS,1433
OCCLEVEL,OCCLEVEL = 230,FS-00 ,FS-00 ,1434
OCCLEVEL,OCCLEVEL = 231,FS-01,FS-01,1435
OCCLEVEL,OCCLEVEL = 232,FS-02,FS-02,1436
OCCLEVEL,OCCLEVEL = 233,FS-03,FS-03,1437
OCCLEVEL,OCCLEVEL = 234,FS-04,FS-04,1438
GRPCODE,GRPCODE = 137,GC,GC,1439
OCCLEVEL,OCCLEVEL = 235,GC-05,GC-05,1440
OCCLEVEL,OCCLEVEL = 236,GC-06,GC-06,1441
GRPCODE,GRPCODE = 129,GIC,GIC,1442
OCCLEVEL,OCCLEVEL = 237,GIC-00,GIC-00,1443
OCCLEVEL,OCCLEVEL = 238,GIC-01,GIC-01,1444
OCCLEVEL,OCCLEVEL = 239,GIC-02,GIC-02,1445
OCCLEVEL,OCCLEVEL = 240,GIC-03,GIC-03,1446
OCCLEVEL,OCCLEVEL = 241,GIC-04,GIC-04,1447
OCCLEVEL,OCCLEVEL = 242,GIC-05,GIC-05,1448
OCCLEVEL,OCCLEVEL = 243,GIC-06,GIC-06,1449
OCCLEVEL,OCCLEVEL = 244,GIC-07,GIC-07,1450
OCCLEVEL,OCCLEVEL = 245,GIC-08,GIC-08,1451
OCCLEVEL,OCCLEVEL = 246,GIC-09,GIC-09,1452
OCCLEVEL,OCCLEVEL = 247,GIC-10,GIC-10,1453
GRPCODE,GRPCODE = 049,GL,GL,1454
OCCLEVEL,OCCLEVEL = 248,GL-00,GL-00,1455
OCCLEVEL,OCCLEVEL = 249,GL-01,GL-01,1456
OCCLEVEL,OCCLEVEL = 250,GL-02,GL-02,1457
OCCLEVEL,OCCLEVEL = 251,GL-03,GL-03,1458
OCCLEVEL,OCCLEVEL = 252,GL-04,GL-04,1459
OCCLEVEL,OCCLEVEL = 253,GL-05,GL-05,1460
OCCLEVEL,OCCLEVEL = 254,GL-06,GL-06,1461
OCCLEVEL,OCCLEVEL = 255,GL-07,GL-07,1462
OCCLEVEL,OCCLEVEL = 256,GL-08,GL-08,1463
OCCLEVEL,OCCLEVEL = 257,GL-09,GL-09,1464
OCCLEVEL,OCCLEVEL = 258,GL-10,GL-10,1465
OCCLEVEL,OCCLEVEL = 259,GL-11,GL-11,1466
OCCLEVEL,OCCLEVEL = 260,GL-12,GL-12,1467
OCCLEVEL,OCCLEVEL = 261,GL-13,GL-13,1468
GRPCODE,GRPCODE = 050,GR,GR,1469
OCCLEVEL,OCCLEVEL = 262,GR-02,GR-02,1470
OCCLEVEL,OCCLEVEL = 263,GR-03,GR-03,1471
OCCLEVEL,OCCLEVEL = 264,GR-04,GR-04,1472
OCCLEVEL,OCCLEVEL = 265,GR-05,GR-05,1473
OCCLEVEL,OCCLEVEL = 266,GR-06,GR-06,1474
OCCLEVEL,OCCLEVEL = 267,GR-07,GR-07,1475
OCCLEVEL,OCCLEVEL = 268,GR-08,GR-08,1476
OCCLEVEL,OCCLEVEL = 269,GR-09,GR-09,1477
OCCLEVEL,OCCLEVEL = 270,GR-10,GR-10,1478
GRPCODE,GRPCODE = 051,GR-EX,GR-EX,1479
OCCLEVEL,OCCLEVEL = 271,GR-EX-01,GR-EX-01,1480
OCCLEVEL,OCCLEVEL = 272,GR-EX-02,GR-EX-02,1481
OCCLEVEL,OCCLEVEL = 273,GR-EX-03,GR-EX-03,1482
OCCLEVEL,OCCLEVEL = 274,GR-EX-04,GR-EX-04,1483
OCCLEVEL,OCCLEVEL = 275,GR-EX-05,GR-EX-05,1484
GRPCODE,GRPCODE = 052,GS,GS,1485
OCCLEVEL,OCCLEVEL = 276,GS-01,GS-01,1486
OCCLEVEL,OCCLEVEL = 277,GS-02,GS-02,1487
OCCLEVEL,OCCLEVEL = 278,GS-03,GS-03,1488
OCCLEVEL,OCCLEVEL = 279,GS-04,GS-04,1489
OCCLEVEL,OCCLEVEL = 280,GS-05,GS-05,1490
OCCLEVEL,OCCLEVEL = 281,GS-06,GS-06,1491
OCCLEVEL,OCCLEVEL = 282,GS-07,GS-07,1492
OCCLEVEL,OCCLEVEL = 283,GS-08,GS-08,1493
OCCLEVEL,OCCLEVEL = 284,GS-09,GS-09,1494
OCCLEVEL,OCCLEVEL = 285,GS-10,GS-10,1495
OCCLEVEL,OCCLEVEL = 286,GS-11,GS-11,1496
OCCLEVEL,OCCLEVEL = 287,GS-12,GS-12,1497
OCCLEVEL,OCCLEVEL = 288,GS-13,GS-13,1498
GRPCODE,GRPCODE = 053,GT,GT,1499
OCCLEVEL,OCCLEVEL = 289,GT-01,GT-01,1500
OCCLEVEL,OCCLEVEL = 290,GT-02,GT-02,1501
OCCLEVEL,OCCLEVEL = 291,GT-03,GT-03,1502
OCCLEVEL,OCCLEVEL = 292,GT-04,GT-04,1503
OCCLEVEL,OCCLEVEL = 293,GT-05,GT-05,1504
OCCLEVEL,OCCLEVEL = 294,GT-06,GT-06,1505
OCCLEVEL,OCCLEVEL = 295,GT-07,GT-07,1506
OCCLEVEL,OCCLEVEL = 296,GT-08,GT-08,1507
GRPCODE,GRPCODE = 133,GX,GX,1508
OCCLEVEL,OCCLEVEL = 297,GX-00,GX-00,1509
GRPCODE,GRPCODE = 054,HP,HP,1510
OCCLEVEL,OCCLEVEL = 298,HP-02,HP-02,1511
OCCLEVEL,OCCLEVEL = 299,HP-03,HP-03,1512
OCCLEVEL,OCCLEVEL = 300,HP-04,HP-04,1513
OCCLEVEL,OCCLEVEL = 301,HP-05,HP-05,1514
OCCLEVEL,OCCLEVEL = 302,HP-06,HP-06,1515
OCCLEVEL,OCCLEVEL = 303,HP-07,HP-07,1516
OCCLEVEL,OCCLEVEL = 304,HP-08,HP-08,1517
OCCLEVEL,OCCLEVEL = 305,HP-09,HP-09,1518
GRPCODE,GRPCODE = 055,HR,HR,1519
OCCLEVEL,OCCLEVEL = 306,HR-01,HR-01,1520
OCCLEVEL,OCCLEVEL = 307,HR-02,HR-02,1521
OCCLEVEL,OCCLEVEL = 308,HR-03,HR-03,1522
OCCLEVEL,OCCLEVEL = 309,HR-04,HR-04,1523
OCCLEVEL,OCCLEVEL = 310,HR-05,HR-05,1524
GRPCODE,GRPCODE = 056,HR/RH(CRA),HR/RH(ARC),1525
OCCLEVEL,OCCLEVEL = 311,HR/RH(CRA)-02,HR/RH(ARC)-02,1526
OCCLEVEL,OCCLEVEL = 312,HR/RH(CRA)-03,HR/RH(ARC)-03,1527
OCCLEVEL,OCCLEVEL = 313,HR/RH(CRA)-04,HR/RH(ARC)-04,1528
OCCLEVEL,OCCLEVEL = 314,HR/RH(CRA)-05,HR/RH(ARC)-05,1529
OCCLEVEL,OCCLEVEL = 315,HR/RH(CRA)-06,HR/RH(ARC)-06,1530
OCCLEVEL,OCCLEVEL = 316,HR/RH(CRA)-07,HR/RH(ARC)-07,1531
GRPCODE,GRPCODE = 057,HS,HS,1532
OCCLEVEL,OCCLEVEL = 317,HS-02,HS-02,1533
OCCLEVEL,OCCLEVEL = 318,HS-03,HS-03,1534
OCCLEVEL,OCCLEVEL = 319,HS-04,HS-04,1535
OCCLEVEL,OCCLEVEL = 320,HS-05,HS-05,1536
OCCLEVEL,OCCLEVEL = 321,HS-06,HS-06,1537
OCCLEVEL,OCCLEVEL = 322,HS-07,HS-07,1538
GRPCODE,GRPCODE = 058,IM,IM,1539
OCCLEVEL,OCCLEVEL = 323,IM-00,IM-00,1540
GRPCODE,GRPCODE = 059,IN,IN,1541
OCCLEVEL,OCCLEVEL = 324,IN-01,IN-01,1542
OCCLEVEL,OCCLEVEL = 325,IN-02,IN-02,1543
GRPCODE,GRPCODE = 060,IS,IS,1544
OCCLEVEL,OCCLEVEL = 326,IS-01,IS-01,1545
OCCLEVEL,OCCLEVEL = 327,IS-02,IS-02,1546
OCCLEVEL,OCCLEVEL = 328,IS-03,IS-03,1547
OCCLEVEL,OCCLEVEL = 329,IS-04,IS-04,1548
OCCLEVEL,OCCLEVEL = 330,IS-05,IS-05,1549
OCCLEVEL,OCCLEVEL = 331,IS-06,IS-06,1550
GRPCODE,GRPCODE = 131,IT,IT,1551
OCCLEVEL,OCCLEVEL = 332,IT-01,IT-01,1552
OCCLEVEL,OCCLEVEL = 333,IT-02,IT-02,1553
OCCLEVEL,OCCLEVEL = 334,IT-03,IT-03,1554
OCCLEVEL,OCCLEVEL = 335,IT-04,IT-04,1555
OCCLEVEL,OCCLEVEL = 336,IT-05,IT-05,1556
GRPCODE,GRPCODE = 061,ITS/LA,ITS/LA,1557
OCCLEVEL,OCCLEVEL = 337,ITS/LA-00,ITS/LA-00,1558
OCCLEVEL,OCCLEVEL = 338,ITS/LA-01,ITS/LA-01,1559
OCCLEVEL,OCCLEVEL = 339,ITS/LA-02,ITS/LA-02,1560
OCCLEVEL,OCCLEVEL = 340,ITS/LA-03,ITS/LA-03,1561
OCCLEVEL,OCCLEVEL = 341,ITS/LA-04,ITS/LA-04,1562
OCCLEVEL,OCCLEVEL = 342,ITS/LA-05,ITS/LA-05,1563
OCCLEVEL,OCCLEVEL = 343,ITS/LA-06,ITS/LA-06,1564
GRPCODE,GRPCODE = 062,LC,LC,1565
OCCLEVEL,OCCLEVEL = 344,LC-01,LC-01,1566
OCCLEVEL,OCCLEVEL = 345,LC-02,LC-02,1567
OCCLEVEL,OCCLEVEL = 346,LC-03,LC-03,1568
OCCLEVEL,OCCLEVEL = 347,LC-04,LC-04,1569
GRPCODE,GRPCODE = 063,LE,LE,1570
OCCLEVEL,OCCLEVEL = 348,LE-01,LE-01,1571
OCCLEVEL,OCCLEVEL = 349,LE-02,LE-02,1572
OCCLEVEL,OCCLEVEL = 350,LE-03,LE-03,1573
OCCLEVEL,OCCLEVEL = 351,LE-04,LE-04,1574
OCCLEVEL,OCCLEVEL = 352,LE-05,LE-05,1575
OCCLEVEL,OCCLEVEL = 353,LE-06,LE-06,1576
OCCLEVEL,OCCLEVEL = 354,LE-07,LE-07,1577
OCCLEVEL,OCCLEVEL = 355,LE-08,LE-08,1578
OCCLEVEL,OCCLEVEL = 356,LE-09,LE-09,1579
GRPCODE,GRPCODE = 122,LE-GS,LE-GS,1580
OCCLEVEL,OCCLEVEL = 357,LE-GS-01,LE-GS-01,1581
OCCLEVEL,OCCLEVEL = 358,LE-GS-02,LE-GS-02,1582
OCCLEVEL,OCCLEVEL = 359,LE-GS-03,LE-GS-03,1583
OCCLEVEL,OCCLEVEL = 360,LE-GS-04,LE-GS-04,1584
OCCLEVEL,OCCLEVEL = 361,LE-GS-05,LE-GS-05,1585
OCCLEVEL,OCCLEVEL = 362,LE-GS-06,LE-GS-06,1586
OCCLEVEL,OCCLEVEL = 363,LE-GS-07,LE-GS-07,1587
OCCLEVEL,OCCLEVEL = 364,LE-GS-08,LE-GS-08,1588
GRPCODE,GRPCODE = 064,LI,LI,1589
OCCLEVEL,OCCLEVEL = 365,LI-03,LI-03,1590
OCCLEVEL,OCCLEVEL = 366,LI-04,LI-04,1591
OCCLEVEL,OCCLEVEL = 367,LI-05,LI-05,1592
OCCLEVEL,OCCLEVEL = 368,LI-06,LI-06,1593
OCCLEVEL,OCCLEVEL = 369,LI-07,LI-07,1594
OCCLEVEL,OCCLEVEL = 370,LI-08,LI-08,1595
OCCLEVEL,OCCLEVEL = 371,LI-09,LI-09,1596
GRPCODE,GRPCODE = 065,LIB(NRC),LS(CNRC),1597
OCCLEVEL,OCCLEVEL = 372,LIB(NRC)-02,LS(CNRC)-02,1598
OCCLEVEL,OCCLEVEL = 373,LIB(NRC)-03,LS(CNRC)-03,1599
OCCLEVEL,OCCLEVEL = 374,LIB(NRC)-04,LS(CNRC)-04,1600
OCCLEVEL,OCCLEVEL = 375,LIB(NRC)-05,LS(CNRC)-05,1601
GRPCODE,GRPCODE = 066,LP,LP,1602
OCCLEVEL,OCCLEVEL = 376,LP-00,LP-00,1603
OCCLEVEL,OCCLEVEL = 377,LP-01,LP-01,1604
OCCLEVEL,OCCLEVEL = 378,LP-02,LP-02,1605
OCCLEVEL,OCCLEVEL = 379,LP-03,LP-03,1606
OCCLEVEL,OCCLEVEL = 380,LP-04,LP-04,1607
OCCLEVEL,OCCLEVEL = 381,LP-05,LP-05,1608
GRPCODE,GRPCODE = 067,LS,LS,1609
OCCLEVEL,OCCLEVEL = 382,LS-01,LS-01,1610
OCCLEVEL,OCCLEVEL = 383,LS-02,LS-02,1611
OCCLEVEL,OCCLEVEL = 384,LS-03,LS-03,1612
OCCLEVEL,OCCLEVEL = 385,LS-04,LS-04,1613
OCCLEVEL,OCCLEVEL = 386,LS-05,LS-05,1614
GRPCODE,GRPCODE = 068,MA,MA,1615
OCCLEVEL,OCCLEVEL = 387,MA-01,MA-01,1616
OCCLEVEL,OCCLEVEL = 388,MA-02,MA-02,1617
OCCLEVEL,OCCLEVEL = 389,MA-03,MA-03,1618
OCCLEVEL,OCCLEVEL = 390,MA-04,MA-04,1619
OCCLEVEL,OCCLEVEL = 391,MA-05,MA-05,1620
OCCLEVEL,OCCLEVEL = 392,MA-06,MA-06,1621
OCCLEVEL,OCCLEVEL = 393,MA-07,MA-07,1622
GRPCODE,GRPCODE = 069,MD,MD,1623
OCCLEVEL,OCCLEVEL = 394,MD-01,MD-01,1624
OCCLEVEL,OCCLEVEL = 395,MD-02,MD-02,1625
OCCLEVEL,OCCLEVEL = 396,MD-03,MD-03,1626
OCCLEVEL,OCCLEVEL = 397,MD-04,MD-04,1627
OCCLEVEL,OCCLEVEL = 398,MD-05,MD-05,1628
GRPCODE,GRPCODE = 070,MG,MG,1629
OCCLEVEL,OCCLEVEL = 399,MG-01,MG-01,1630
OCCLEVEL,OCCLEVEL = 400,MG-02,MG-02,1631
OCCLEVEL,OCCLEVEL = 401,MG-03,MG-03,1632
OCCLEVEL,OCCLEVEL = 402,MG-04,MG-04,1633
OCCLEVEL,OCCLEVEL = 403,MG-05,MG-05,1634
OCCLEVEL,OCCLEVEL = 404,MG-06,MG-06,1635
GRPCODE,GRPCODE = 072,MGT (NRC),MGT(CNRC),1636
OCCLEVEL,OCCLEVEL = 405,MGT (NRC)-01,MGT(CNRC)-01,1637
OCCLEVEL,OCCLEVEL = 406,MGT (NRC)-02,MGT(CNRC)-02,1638
OCCLEVEL,OCCLEVEL = 407,MGT (NRC)-03,MGT(CNRC)-03,1639
OCCLEVEL,OCCLEVEL = 408,MGT (NRC)-04,MGT(CNRC)-04,1640
OCCLEVEL,OCCLEVEL = 409,MGT (NRC)-05,MGT(CNRC)-05,1641
GRPCODE,GRPCODE = 073,MT,MT,1642
OCCLEVEL,OCCLEVEL = 410,MT-01,MT-01,1643
OCCLEVEL,OCCLEVEL = 411,MT-02,MT-02,1644
OCCLEVEL,OCCLEVEL = 412,MT-03,MT-03,1645
OCCLEVEL,OCCLEVEL = 413,MT-04,MT-04,1646
OCCLEVEL,OCCLEVEL = 414,MT-05,MT-05,1647
OCCLEVEL,OCCLEVEL = 415,MT-06,MT-06,1648
OCCLEVEL,OCCLEVEL = 416,MT-07,MT-07,1649
OCCLEVEL,OCCLEVEL = 417,MT-08,MT-08,1650
GRPCODE,GRPCODE = 074,NB,NB,1651
OCCLEVEL,OCCLEVEL = 418,NB-01,NB-01,1652
OCCLEVEL,OCCLEVEL = 419,NB-02,NB-02,1653
OCCLEVEL,OCCLEVEL = 420,NB-03,NB-03,1654
OCCLEVEL,OCCLEVEL = 421,NB-04,NB-04,1655
OCCLEVEL,OCCLEVEL = 422,NB-05,NB-05,1656
OCCLEVEL,OCCLEVEL = 423,NB-06,NB-06,1657
OCCLEVEL,OCCLEVEL = 424,NB-07,NB-07,1658
OCCLEVEL,OCCLEVEL = 425,NB-08,NB-08,1659
OCCLEVEL,OCCLEVEL = 426,NB-09,NB-09,1660
OCCLEVEL,OCCLEVEL = 427,NB-10,NB-10,1661
OCCLEVEL,OCCLEVEL = 428,NB-11,NB-11,1662
OCCLEVEL,OCCLEVEL = 429,NB-12,NB-12,1663
OCCLEVEL,OCCLEVEL = 430,NB-13,NB-13,1664
OCCLEVEL,OCCLEVEL = 431,NB-14,NB-14,1665
OCCLEVEL,OCCLEVEL = 432,NB-15,NB-15,1666
GRPCODE,GRPCODE = 075,ND,ND,1667
OCCLEVEL,OCCLEVEL = 433,ND-01,ND-01,1668
OCCLEVEL,OCCLEVEL = 434,ND-02,ND-02,1669
OCCLEVEL,OCCLEVEL = 435,ND-03,ND-03,1670
GRPCODE,GRPCODE = 076,NU,NU,1671
OCCLEVEL,OCCLEVEL = 436,NU-01,NU-01,1672
OCCLEVEL,OCCLEVEL = 437,NU-02,NU-02,1673
OCCLEVEL,OCCLEVEL = 438,NU-03,NU-03,1674
OCCLEVEL,OCCLEVEL = 439,NU-04,NU-04,1675
OCCLEVEL,OCCLEVEL = 440,NU-05,NU-05,1676
OCCLEVEL,OCCLEVEL = 441,NU-06,NU-06,1677
OCCLEVEL,OCCLEVEL = 442,NU-07,NU-07,1678
OCCLEVEL,OCCLEVEL = 443,NU-08,NU-08,1679
GRPCODE,GRPCODE = 077,OE,OE,1680
OCCLEVEL,OCCLEVEL = 444,OE-01,OE-01,1681
GRPCODE,GRPCODE = 078,OM,OM,1682
OCCLEVEL,OCCLEVEL = 445,OM-02,OM-02,1683
OCCLEVEL,OCCLEVEL = 446,OM-03,OM-03,1684
OCCLEVEL,OCCLEVEL = 447,OM-04,OM-04,1685
OCCLEVEL,OCCLEVEL = 448,OM-05,OM-05,1686
GRPCODE,GRPCODE = 079,OP,OP,1687
OCCLEVEL,OCCLEVEL = 449,OP-01,OP-01,1688
OCCLEVEL,OCCLEVEL = 450,OP-02,OP-02,1689
OCCLEVEL,OCCLEVEL = 451,OP-03,OP-03,1690
GRPCODE,GRPCODE = 082,PC,PC,1691
OCCLEVEL,OCCLEVEL = 452,PC-01,PC-01,1692
OCCLEVEL,OCCLEVEL = 453,PC-02,PC-02,1693
OCCLEVEL,OCCLEVEL = 454,PC-03,PC-03,1694
OCCLEVEL,OCCLEVEL = 455,PC-04,PC-04,1695
OCCLEVEL,OCCLEVEL = 456,PC-05,PC-05,1696
GRPCODE,GRPCODE = 083,PE,PE,1697
OCCLEVEL,OCCLEVEL = 457,PE-01,PE-01,1698
OCCLEVEL,OCCLEVEL = 458,PE-02,PE-02,1699
OCCLEVEL,OCCLEVEL = 459,PE-03,PE-03,1700
OCCLEVEL,OCCLEVEL = 460,PE-04,PE-04,1701
OCCLEVEL,OCCLEVEL = 461,PE-05,PE-05,1702
OCCLEVEL,OCCLEVEL = 462,PE-06,PE-06,1703
GRPCODE,GRPCODE = 084,PG,PG,1704
OCCLEVEL,OCCLEVEL = 463,PG-01,PG-01,1705
OCCLEVEL,OCCLEVEL = 464,PG-02,PG-02,1706
OCCLEVEL,OCCLEVEL = 465,PG-03,PG-03,1707
OCCLEVEL,OCCLEVEL = 466,PG-04,PG-04,1708
OCCLEVEL,OCCLEVEL = 467,PG-05,PG-05,1709
OCCLEVEL,OCCLEVEL = 468,PG-06,PG-06,1710
GRPCODE,GRPCODE = 085,PH,PH,1711
OCCLEVEL,OCCLEVEL = 469,PH-01,PH-01,1712
OCCLEVEL,OCCLEVEL = 470,PH-02,PH-02,1713
OCCLEVEL,OCCLEVEL = 471,PH-03,PH-03,1714
GRPCODE,GRPCODE = 086,PI,PI,1715
OCCLEVEL,OCCLEVEL = 472,PI-01,PI-01,1716
OCCLEVEL,OCCLEVEL = 473,PI-02,PI-02,1717
OCCLEVEL,OCCLEVEL = 474,PI-03,PI-03,1718
OCCLEVEL,OCCLEVEL = 475,PI-04,PI-04,1719
OCCLEVEL,OCCLEVEL = 476,PI-05,PI-05,1720
OCCLEVEL,OCCLEVEL = 477,PI-06,PI-06,1721
OCCLEVEL,OCCLEVEL = 478,PI-07,PI-07,1722
GRPCODE,GRPCODE = 088,PM,PM,1723
OCCLEVEL,OCCLEVEL = 479,PM-01,PM-01,1724
OCCLEVEL,OCCLEVEL = 480,PM-02,PM-02,1725
OCCLEVEL,OCCLEVEL = 481,PM-03,PM-03,1726
OCCLEVEL,OCCLEVEL = 482,PM-04,PM-04,1727
OCCLEVEL,OCCLEVEL = 483,PM-05,PM-05,1728
OCCLEVEL,OCCLEVEL = 484,PM-06,PM-06,1729
OCCLEVEL,OCCLEVEL = 485,PM-07,PM-07,1730
GRPCODE,GRPCODE = 089,PM-MCO,PM-MCO,1731
OCCLEVEL,OCCLEVEL = 486,PM-MCO-01,PM-MCO-01,1732
OCCLEVEL,OCCLEVEL = 487,PM-MCO-02,PM-MCO-02,1733
OCCLEVEL,OCCLEVEL = 488,PM-MCO-03,PM-MCO-03,1734
OCCLEVEL,OCCLEVEL = 489,PM-MCO-04,PM-MCO-04,1735
GRPCODE,GRPCODE = 090,PO-IMA,PO-IMA,1736
OCCLEVEL,OCCLEVEL = 490,PO-IMA-01,PO-IMA-01,1737
OCCLEVEL,OCCLEVEL = 491,PO-IMA-02,PO-IMA-02,1738
OCCLEVEL,OCCLEVEL = 492,PO-IMA-03,PO-IMA-03,1739
GRPCODE,GRPCODE = 091,PO-TCO,PO-TCO,1740
OCCLEVEL,OCCLEVEL = 493,PO-TCO-01,PO-TCO-01,1741
OCCLEVEL,OCCLEVEL = 494,PO-TCO-02,PO-TCO-02,1742
OCCLEVEL,OCCLEVEL = 495,PO-TCO-03,PO-TCO-03,1743
GRPCODE,GRPCODE = 092,PR,PR,1744
OCCLEVEL,OCCLEVEL = 496,PR-01,PR-01,1745
OCCLEVEL,OCCLEVEL = 497,PR-02,PR-02,1746
GRPCODE,GRPCODE = 093,PS,PS,1747
OCCLEVEL,OCCLEVEL = 498,PS-02,PS-02,1748
OCCLEVEL,OCCLEVEL = 499,PS-03,PS-03,1749
OCCLEVEL,OCCLEVEL = 500,PS-04,PS-04,1750
OCCLEVEL,OCCLEVEL = 501,PS-05,PS-05,1751
GRPCODE,GRPCODE = 094,PX/AAG/AG,PX/AAG/AG,1752
OCCLEVEL,OCCLEVEL = 502,PX/AAG/AG-01,PX/AAG/AG-01,1753
OCCLEVEL,OCCLEVEL = 503,PX/AAG/AG-02,PX/AAG/AG-02,1754
OCCLEVEL,OCCLEVEL = 504,PX/AAG/AG-03,PX/AAG/AG-03,1755
GRPCODE,GRPCODE = 095,PY,PY,1756
OCCLEVEL,OCCLEVEL = 505,PY-03,PY-03,1757
OCCLEVEL,OCCLEVEL = 506,PY-04,PY-04,1758
OCCLEVEL,OCCLEVEL = 507,PY-05,PY-05,1759
GRPCODE,GRPCODE = 096,RCO,ACR,1760
OCCLEVEL,OCCLEVEL = 508,RCO-01,ACR-01,1761
OCCLEVEL,OCCLEVEL = 509,RCO-02,ACR-02,1762
OCCLEVEL,OCCLEVEL = 510,RCO-03,ACR-03,1763
OCCLEVEL,OCCLEVEL = 511,RCO-04,ACR-04,1764
OCCLEVEL,OCCLEVEL = 512,RCO-05,ACR-05,1765
GRPCODE,GRPCODE = 097,RE,RE,1766
OCCLEVEL,OCCLEVEL = 513,RE-01,RE-01,1767
OCCLEVEL,OCCLEVEL = 514,RE-02,RE-02,1768
